product_name,Negative,Neutral,Positive,total_reviews,pct_positive,pct_negative
B000LKZ3GA,1,0,1,2,50.0,50.0
B000LKZ86K,0,0,2,2,100.0,0.0
B000LKZK36,0,0,2,2,100.0,0.0
B000LKXJEI,0,0,2,2,100.0,0.0
B000LKXRW2,0,0,2,2,100.0,0.0
B000LKVROW,1,0,1,2,50.0,50.0
B000CQIDHE,0,1,1,2,50.0,0.0
B000LKTVCC,0,0,2,2,100.0,0.0
B000LKU3DI,0,0,2,2,100.0,0.0
B000LKTMLM,0,1,1,2,50.0,0.0
B000KGW2BY,0,1,1,2,50.0,0.0
B000KNB0OW,0,0,2,2,100.0,0.0
B000KND8RY,0,0,2,2,100.0,0.0
B000KNDF7M,0,0,2,2,100.0,0.0
B000CR41KQ,0,1,1,2,50.0,0.0
B000CRHQN0,0,0,2,2,100.0,0.0
B000CRIUNU,1,0,1,2,50.0,50.0
B000CRKOIE,0,0,2,2,100.0,0.0
B000CQG8M6,0,0,2,2,100.0,0.0
B000KELHNU,0,0,2,2,100.0,0.0
B000KEPBCS,1,0,1,2,50.0,50.0
B000KEPBGO,0,0,2,2,100.0,0.0
B000KEVF3M,0,1,1,2,50.0,0.0
B000KFVAF4,0,0,2,2,100.0,0.0
B000JZYM8W,1,1,0,2,0.0,50.0
B000K6X8KI,0,0,2,2,100.0,0.0
B000K8ID2E,0,2,0,2,0.0,0.0
B000CR1ELU,0,0,2,2,100.0,0.0
B009RB4GO4,1,0,1,2,50.0,50.0
B000084E6V,0,0,2,2,100.0,0.0
B00954NYVY,0,0,2,2,100.0,0.0
B0098C6AKK,0,1,1,2,50.0,0.0
B000084DWM,0,1,1,2,50.0,0.0
B0096S2E10,0,0,1,1,100.0,0.0
B00005C2M2,0,0,1,1,100.0,0.0
B0096ARSSW,0,1,0,1,0.0,0.0
B0095WTUUA,0,0,1,1,100.0,0.0
B0094Z2JMY,1,0,0,1,0.0,100.0
B0094Z2EOW,0,1,0,1,0.0,0.0
B0094Q4WSM,0,0,1,1,100.0,0.0
B0094JPM1K,0,0,1,1,100.0,0.0
B0093A5XC8,0,0,1,1,100.0,0.0
B0092VQLZG,0,0,1,1,100.0,0.0
B00006IDJO,0,0,1,1,100.0,0.0
B000E65OV0,0,0,1,1,100.0,0.0
B000E671W0,0,0,1,1,100.0,0.0
B000E671Z2,0,0,1,1,100.0,0.0
B000E3XBT0,0,1,0,1,0.0,0.0
B00004RAMS,0,0,1,1,100.0,0.0
B00004RAMX,0,0,1,1,100.0,0.0
B00004RAMY,0,0,1,1,100.0,0.0
B00004RBDU,0,0,1,1,100.0,0.0
B00004RBDW,0,0,1,1,100.0,0.0
B00004RBDZ,0,0,1,1,100.0,0.0
B00004S1C6,0,1,0,1,0.0,0.0
B0096PKSAC,0,0,1,1,100.0,0.0
B00005IX96,0,0,1,1,100.0,0.0
B0090OJ0OY,0,0,1,1,100.0,0.0
B0090X8JUG,1,0,0,1,0.0,100.0
B0091EYBIS,0,0,1,1,100.0,0.0
B000JNMTN4,0,0,1,1,100.0,0.0
B000JRQQLG,0,0,1,1,100.0,0.0
B000JSLYSU,0,0,1,1,100.0,0.0
B000JSM178,0,0,1,1,100.0,0.0
B000JSO18K,0,0,1,1,100.0,0.0
B000JSOBSU,0,0,1,1,100.0,0.0
B000JSQKS4,0,0,1,1,100.0,0.0
B000JSSNUC,0,0,1,1,100.0,0.0
B000JSSNW0,0,0,1,1,100.0,0.0
B000JVGN2E,0,0,1,1,100.0,0.0
B000JVGNP6,0,0,1,1,100.0,0.0
B000JWCA0M,0,0,1,1,100.0,0.0
B000JWCA1Q,0,0,1,1,100.0,0.0
B000JWEE6K,0,0,1,1,100.0,0.0
B000JFKU9W,0,0,1,1,100.0,0.0
B000CR06BO,0,0,1,1,100.0,0.0
B000KEJMS2,0,0,1,1,100.0,0.0
B000KELSYI,0,0,1,1,100.0,0.0
B000KENKXA,0,0,1,1,100.0,0.0
B000KFXEYE,0,0,1,1,100.0,0.0
B000JZYM8C,0,0,1,1,100.0,0.0
B000K2CSS0,0,0,1,1,100.0,0.0
B000K2D5PK,0,0,1,1,100.0,0.0
B000K2GM0U,0,1,0,1,0.0,0.0
B000K4ZA56,0,0,1,1,100.0,0.0
B000K6DVDM,0,0,1,1,100.0,0.0
B000K7644E,0,0,1,1,100.0,0.0
B000K89490,0,1,0,1,0.0,0.0
B000K8ATPI,0,0,1,1,100.0,0.0
B000K8ESBY,0,0,1,1,100.0,0.0
B000K8T3OQ,0,0,1,1,100.0,0.0
B000JMFCSE,0,0,1,1,100.0,0.0
B000CROPGG,0,0,1,1,100.0,0.0
B000CSCP1C,0,0,1,1,100.0,0.0
B000CSCP44,0,0,1,1,100.0,0.0
B000CSEFQ0,1,0,0,1,0.0,100.0
B000CSQ79I,0,0,1,1,100.0,0.0
B000JGLE0K,0,0,1,1,100.0,0.0
B000JGLE0U,0,0,1,1,100.0,0.0
B000JHL8I2,0,0,1,1,100.0,0.0
B000JIN1H2,1,0,0,1,0.0,100.0
B000K8WVYA,0,0,1,1,100.0,0.0
B000KA9PHY,0,0,1,1,100.0,0.0
B000KADHGE,0,0,1,1,100.0,0.0
B000KADHIW,0,0,1,1,100.0,0.0
B000KAJ51U,0,0,1,1,100.0,0.0
B000KC0XJQ,0,1,0,1,0.0,0.0
B000KDJLTS,0,0,1,1,100.0,0.0
B000LKTJ9C,0,0,1,1,100.0,0.0
B000LKTKTG,1,0,0,1,0.0,100.0
B000LKTPCS,0,0,1,1,100.0,0.0
B000LKTQAE,0,0,1,1,100.0,0.0
B000KFZ3LQ,0,0,1,1,100.0,0.0
B000KHYU54,0,0,1,1,100.0,0.0
B000KKQNJM,0,0,1,1,100.0,0.0
B000KNB0NI,0,0,1,1,100.0,0.0
B000KOWJQE,0,0,1,1,100.0,0.0
B000KSPX7C,0,0,1,1,100.0,0.0
B000KSRTM4,0,0,1,1,100.0,0.0
B000KTZ1VO,0,0,1,1,100.0,0.0
B000KY6NQG,0,0,1,1,100.0,0.0
B000L3TYF8,0,0,1,1,100.0,0.0
B000CR1VVI,0,0,1,1,100.0,0.0
B000CR1YOM,0,0,1,1,100.0,0.0
B000LKU4XM,0,0,1,1,100.0,0.0
B000LKUVKI,0,0,1,1,100.0,0.0
B000LKUXGU,0,0,1,1,100.0,0.0
B000LKUYGE,0,0,1,1,100.0,0.0
B000LKV2KQ,0,0,1,1,100.0,0.0
B000L8FZMY,0,0,1,1,100.0,0.0
B000LBGBP6,1,0,0,1,0.0,100.0
B000LCIO3M,0,0,1,1,100.0,0.0
B000LDOUHU,0,0,1,1,100.0,0.0
B000LDRWWU,1,0,0,1,0.0,100.0
B000LG2GU0,0,0,1,1,100.0,0.0
B000LJC6GQ,0,0,1,1,100.0,0.0
B000LJDQ06,0,0,1,1,100.0,0.0
B000LJHPIU,0,0,1,1,100.0,0.0
B000LJHPKI,0,1,0,1,0.0,0.0
B000LKTEYC,0,0,1,1,100.0,0.0
B000LKVQXY,0,0,1,1,100.0,0.0
B000LKVRVA,0,0,1,1,100.0,0.0
B000LKVSDM,0,0,1,1,100.0,0.0
B000LKTUGY,0,1,0,1,0.0,0.0
B000CQID1K,0,0,1,1,100.0,0.0
B000CQID7E,0,0,1,1,100.0,0.0
B000CQIDK6,0,0,1,1,100.0,0.0
B000CQT5VC,0,0,1,1,100.0,0.0
B000CQT6N4,0,0,1,1,100.0,0.0
B000CQY3FK,0,0,1,1,100.0,0.0
B000LKTXHA,0,0,1,1,100.0,0.0
B000LKTXQG,0,0,1,1,100.0,0.0
B000LKTZNM,0,0,1,1,100.0,0.0
B000LKU16C,0,0,1,1,100.0,0.0
B000LKU3K6,0,0,1,1,100.0,0.0
B000LKU3WY,0,0,1,1,100.0,0.0
B000LKX6K0,0,0,1,1,100.0,0.0
B000LKX6R8,0,0,1,1,100.0,0.0
B000LKXADS,0,0,1,1,100.0,0.0
B000LKXCB8,1,0,0,1,0.0,100.0
B000LKXCD6,0,0,1,1,100.0,0.0
B000LKV2TC,0,0,1,1,100.0,0.0
B000LKV3DC,0,0,1,1,100.0,0.0
B000LKV4LS,0,0,1,1,100.0,0.0
B000LKV7Q0,1,0,0,1,0.0,100.0
B000LKV7T2,0,0,1,1,100.0,0.0
B000LKVAFI,0,0,1,1,100.0,0.0
B000LKVBGG,0,0,1,1,100.0,0.0
B000LKVCCO,0,0,1,1,100.0,0.0
B000LKVDLO,0,0,1,1,100.0,0.0
B000LKVDUU,0,0,1,1,100.0,0.0
B000LKVL16,0,0,1,1,100.0,0.0
B000LKXQCS,0,0,1,1,100.0,0.0
B000LKYNLG,0,0,1,1,100.0,0.0
B000LKYSOI,0,0,1,1,100.0,0.0
B000LKYUAU,0,0,1,1,100.0,0.0
B000LKYX5C,1,0,0,1,0.0,100.0
B000LKYY6A,0,0,1,1,100.0,0.0
B000LKVSR8,0,0,1,1,100.0,0.0
B000LKVTCW,0,0,1,1,100.0,0.0
B000LKWSG8,0,0,1,1,100.0,0.0
B000LKWTY4,0,0,1,1,100.0,0.0
B000LKWVFQ,0,0,1,1,100.0,0.0
B000LKWXA4,0,0,1,1,100.0,0.0
B000LKX01K,1,0,0,1,0.0,100.0
B000LKX1F0,0,0,1,1,100.0,0.0
B000LKX1HI,0,1,0,1,0.0,0.0
B000LKX1WI,1,0,0,1,0.0,100.0
B000LKZ9KK,0,0,1,1,100.0,0.0
B000LKZ9Q4,0,0,1,1,100.0,0.0
B000LKZA1I,0,0,1,1,100.0,0.0
B000LKZBI0,0,0,1,1,100.0,0.0
B000LKZCQQ,0,0,1,1,100.0,0.0
B000LKZK1S,0,0,1,1,100.0,0.0
B000LKZKM2,0,0,1,1,100.0,0.0
B000LKZL76,0,0,1,1,100.0,0.0
B000LKZLCQ,0,0,1,1,100.0,0.0
B000LKXFBK,0,0,1,1,100.0,0.0
B000LKXFMO,0,0,1,1,100.0,0.0
B000LKXGFU,0,0,1,1,100.0,0.0
B000LKXHUY,0,0,1,1,100.0,0.0
B000LKXJV6,0,0,1,1,100.0,0.0
B000LKXJW0,0,1,0,1,0.0,0.0
B000LKXNG2,0,0,1,1,100.0,0.0
B000LKZLJY,0,0,1,1,100.0,0.0
B000LL0RFQ,0,0,1,1,100.0,0.0
B000LL0RKG,0,0,1,1,100.0,0.0
B000LL3PO6,0,0,1,1,100.0,0.0
B000LLHRU4,1,0,0,1,0.0,100.0
B000LLKCV0,0,0,1,1,100.0,0.0
B000LLS410,0,0,1,1,100.0,0.0
B000LNC3YM,0,0,1,1,100.0,0.0
B000LQHP6A,0,0,1,1,100.0,0.0
B000LQJKPE,0,0,1,1,100.0,0.0
B000LQJT5K,0,0,1,1,100.0,0.0
B000LQLV3S,0,0,1,1,100.0,0.0
B000LKYYBU,0,0,1,1,100.0,0.0
B000LKZ7KC,0,0,1,1,100.0,0.0
B000LKZ8RY,0,0,1,1,100.0,0.0
B000LKZ91Y,0,0,1,1,100.0,0.0
B000LZJPRS,0,0,1,1,100.0,0.0
B000LQN5TQ,0,0,1,1,100.0,0.0
B000LQNCEE,0,1,0,1,0.0,0.0
B000LQNK50,0,0,1,1,100.0,0.0
B000LQNK5U,0,0,1,1,100.0,0.0
B000LQNK96,0,0,1,1,100.0,0.0
B000LQOCH0,0,0,1,1,100.0,0.0
B000LQOJ6E,0,0,1,1,100.0,0.0
B000LQOJAA,0,0,1,1,100.0,0.0
B000LQORDE,0,0,1,1,100.0,0.0
B000LQORES,0,1,0,1,0.0,0.0
B000LQPI00,0,0,1,1,100.0,0.0
B000LR0M1E,0,0,1,1,100.0,0.0
B000LR2OZQ,0,0,1,1,100.0,0.0
B000LR4E6I,0,0,1,1,100.0,0.0
B000LR4FNU,0,0,1,1,100.0,0.0
B000JJLXAI,0,1,0,1,0.0,0.0
B000JJV9AW,1,0,0,1,0.0,100.0
B000JKJJHG,0,0,1,1,100.0,0.0
B000JL0NDO,0,0,1,1,100.0,0.0
B000JL13AG,0,0,1,1,100.0,0.0
B000JL6Q0S,0,0,1,1,100.0,0.0
B000JLJEPW,0,1,0,1,0.0,0.0
B000JMAXMY,0,0,1,1,100.0,0.0
B000JMDGYG,0,0,1,1,100.0,0.0
B000JMDHBS,0,0,1,1,100.0,0.0
B000IOC7RW,0,0,1,1,100.0,0.0
B000ITR9YS,0,0,1,1,100.0,0.0
B000ITUEDQ,0,0,1,1,100.0,0.0
B000ITYT0K,0,1,0,1,0.0,0.0
B000IUPND6,0,0,1,1,100.0,0.0
B000LZ1SAA,0,1,0,1,0.0,0.0
B000MGWEZQ,0,0,1,1,100.0,0.0
B000MGZRVY,0,0,1,1,100.0,0.0
B000LRE2MO,0,0,1,1,100.0,0.0
B000CQC064,0,0,1,1,100.0,0.0
B000CQC0B4,0,0,1,1,100.0,0.0
B000LRH61I,0,1,0,1,0.0,0.0
B000LRH6DQ,0,0,1,1,100.0,0.0
B000LRH780,0,0,1,1,100.0,0.0
B000LRH7GC,0,0,1,1,100.0,0.0
B000LRIGJE,0,0,1,1,100.0,0.0
B000LRIJC8,0,0,1,1,100.0,0.0
B000LRKPCK,0,0,1,1,100.0,0.0
B000LRKR1E,0,1,0,1,0.0,0.0
B000LVM40M,0,1,0,1,0.0,0.0
B000LVTWLG,0,1,0,1,0.0,0.0
B000JJK0B6,0,0,1,1,100.0,0.0
B000MN910K,1,0,0,1,0.0,100.0
B000MNRC1K,0,0,1,1,100.0,0.0
B000MNWYZE,0,0,1,1,100.0,0.0
B000MOEUMS,0,0,1,1,100.0,0.0
B000MOGV0C,0,0,1,1,100.0,0.0
B000MPRP4C,0,0,1,1,100.0,0.0
B000MQVM5O,0,0,1,1,100.0,0.0
B000M2UNG2,0,0,1,1,100.0,0.0
B000M6WIHU,0,0,1,1,100.0,0.0
B000M9N1NW,0,0,1,1,100.0,0.0
B000MAK41I,0,0,1,1,100.0,0.0
B000MAOJDW,0,0,1,1,100.0,0.0
B000MBZGBA,0,0,1,1,100.0,0.0
B000MD48XU,0,0,1,1,100.0,0.0
B000MDHHOC,0,0,1,1,100.0,0.0
B000MGSRBG,0,0,1,1,100.0,0.0
B000MUNXL6,0,0,1,1,100.0,0.0
B000MUPCEW,0,0,1,1,100.0,0.0
B000MURJQG,0,0,1,1,100.0,0.0
B000MWYAMU,1,0,0,1,0.0,100.0
B000MXEN7Q,0,0,1,1,100.0,0.0
B000MXEN9O,0,0,1,1,100.0,0.0
B000MXHQR0,0,0,1,1,100.0,0.0
B000MIAOV0,0,1,0,1,0.0,0.0
B000MIAOWE,0,0,1,1,100.0,0.0
B000MIDRKA,0,0,1,1,100.0,0.0
B000MIFS3Y,0,0,1,1,100.0,0.0
B000ML4IUU,0,0,1,1,100.0,0.0
B000ML8DBA,0,1,0,1,0.0,0.0
B000MMO8W2,0,0,1,1,100.0,0.0
B000MN2EZY,0,0,1,1,100.0,0.0
B000MN614Y,0,0,1,1,100.0,0.0
B000MXX04S,0,0,1,1,100.0,0.0
B000MXYT0W,0,0,1,1,100.0,0.0
B000MYW2ZA,0,0,1,1,100.0,0.0
B000N17T4G,0,1,0,1,0.0,0.0
B000N351WQ,0,0,1,1,100.0,0.0
B000N36U44,1,0,0,1,0.0,100.0
B000N42A0G,0,1,0,1,0.0,0.0
B000N448HE,0,0,1,1,100.0,0.0
B000MRI24M,0,0,1,1,100.0,0.0
B000MS07ZS,0,0,1,1,100.0,0.0
B000MS798G,0,0,1,1,100.0,0.0
B000MT4HVC,1,0,0,1,0.0,100.0
B000MT5194,0,0,1,1,100.0,0.0
B000MT8G64,0,0,1,1,100.0,0.0
B000MTM0WK,0,0,1,1,100.0,0.0
B000MTQIXM,0,0,1,1,100.0,0.0
B000N5XD3S,1,0,0,1,0.0,100.0
B000N648QS,0,0,1,1,100.0,0.0
B000N7VVKI,0,0,1,1,100.0,0.0
B000N8IZFG,0,0,1,1,100.0,0.0
B000N8N7K4,0,0,1,1,100.0,0.0
B000N9IJQA,0,0,1,1,100.0,0.0
B000NB3VEI,0,0,1,1,100.0,0.0
B000NBYPEI,0,0,1,1,100.0,0.0
B000NCW0BC,0,0,1,1,100.0,0.0
B000MXHQTS,0,0,1,1,100.0,0.0
B000MXHQW0,0,0,1,1,100.0,0.0
B000MXHQZW,0,0,1,1,100.0,0.0
B000MXJR4K,0,0,1,1,100.0,0.0
B000MXJR54,1,0,0,1,0.0,100.0
B000MXJR5Y,0,0,1,1,100.0,0.0
B000MXJR68,0,0,1,1,100.0,0.0
B000NGP8UI,0,0,1,1,100.0,0.0
B000NKFX40,0,1,0,1,0.0,0.0
B000NKFX4U,0,1,0,1,0.0,0.0
B000NMCQ9S,0,0,1,1,100.0,0.0
B000NMDWSM,0,1,0,1,0.0,0.0
B000NME05Q,0,0,1,1,100.0,0.0
B000NME0QK,0,0,1,1,100.0,0.0
B000NMF7IK,1,0,0,1,0.0,100.0
B000NMFY56,0,0,1,1,100.0,0.0
B000NMG1DU,0,0,1,1,100.0,0.0
B000NMHY7W,0,0,1,1,100.0,0.0
B000N49OWS,1,0,0,1,0.0,100.0
B000N4LS04,0,0,1,1,100.0,0.0
B000N4M6XC,0,0,1,1,100.0,0.0
B000N5BNN0,0,0,1,1,100.0,0.0
B000N5X4B4,0,0,1,1,100.0,0.0
B000OCLVIO,0,0,1,1,100.0,0.0
B000NMHYO0,0,0,1,1,100.0,0.0
B000NMI4QM,0,0,1,1,100.0,0.0
B000NMI4ZS,0,0,1,1,100.0,0.0
B000NMI598,0,1,0,1,0.0,0.0
B000NMK0EQ,0,0,1,1,100.0,0.0
B000NNGQRA,0,0,1,1,100.0,0.0
B000NOEE0K,0,1,0,1,0.0,0.0
B000NOYZV8,0,0,1,1,100.0,0.0
B000NR4LGE,0,0,1,1,100.0,0.0
B000NRXQH4,0,0,1,1,100.0,0.0
B000NU8H0C,0,0,1,1,100.0,0.0
B000NV9VQA,0,0,1,1,100.0,0.0
B000NVBVCC,0,0,1,1,100.0,0.0
B000NVU4Q6,0,0,1,1,100.0,0.0
B000NGP8TY,0,0,1,1,100.0,0.0
B000IZ0OC6,0,0,1,1,100.0,0.0
B000IZPWH8,0,0,1,1,100.0,0.0
B000J0NGCA,0,0,1,1,100.0,0.0
B000J2DQ46,0,0,1,1,100.0,0.0
B000J2HRG4,0,0,1,1,100.0,0.0
B000J2JKIC,0,0,1,1,100.0,0.0
B000J41TB6,0,0,1,1,100.0,0.0
B000J423MK,0,0,1,1,100.0,0.0
B000J4IDOC,0,0,1,1,100.0,0.0
B000IKEED6,1,0,0,1,0.0,100.0
B000IKF57K,0,0,1,1,100.0,0.0
B000ILA3FS,0,1,0,1,0.0,0.0
B000O9GAPG,0,0,1,1,100.0,0.0
B000O9RELA,0,0,1,1,100.0,0.0
B000OB4ESY,0,0,1,1,100.0,0.0
B000OC7NB8,0,1,0,1,0.0,0.0
B000OJ1GUK,1,0,0,1,0.0,100.0
B000OK48CC,0,0,1,1,100.0,0.0
B000OO5K3O,0,0,1,1,100.0,0.0
B000OQWAS0,0,0,1,1,100.0,0.0
B000OQX5C0,0,0,1,1,100.0,0.0
B000OR77I2,0,0,1,1,100.0,0.0
B000NY4T2S,0,0,1,1,100.0,0.0
B000NY6QBK,0,0,1,1,100.0,0.0
B000NY8O9W,0,0,1,1,100.0,0.0
B000O393QK,0,0,1,1,100.0,0.0
B000O5JII6,0,0,1,1,100.0,0.0
B000O7Z71G,0,0,1,1,100.0,0.0
B000O82BEG,0,0,1,1,100.0,0.0
B000O88OXI,0,0,1,1,100.0,0.0
B000O8UP76,0,0,1,1,100.0,0.0
B000IW71BQ,0,0,1,1,100.0,0.0
B000OV08FC,0,0,1,1,100.0,0.0
B000OV8OTY,1,0,0,1,0.0,100.0
B000OYIDMY,1,0,0,1,0.0,100.0
B000P09RJ0,0,0,1,1,100.0,0.0
B000P0VRW0,0,0,1,1,100.0,0.0
B000P1GDLE,0,0,1,1,100.0,0.0
B000P3G5O2,0,0,1,1,100.0,0.0
B000P3T4HW,0,0,1,1,100.0,0.0
B000P41A46,0,0,1,1,100.0,0.0
B000P49A0W,0,0,1,1,100.0,0.0
B000P4JGBK,0,0,1,1,100.0,0.0
B000OF7CMK,0,0,1,1,100.0,0.0
B000OH35Z6,0,0,1,1,100.0,0.0
B000OH57ZW,0,0,1,1,100.0,0.0
B000OHBAE4,0,0,1,1,100.0,0.0
B000OIXDS4,0,0,1,1,100.0,0.0
B000OSGASE,0,0,1,1,100.0,0.0
B000CPIK5K,0,0,1,1,100.0,0.0
B000CPZSC8,0,0,1,1,100.0,0.0
B000CQ01GU,0,0,1,1,100.0,0.0
B000CQ01IS,0,0,1,1,100.0,0.0
B000CQ01NS,0,0,1,1,100.0,0.0
B000CQ25QE,0,0,1,1,100.0,0.0
B000CQ25RI,0,0,1,1,100.0,0.0
B000CQ26DG,0,0,1,1,100.0,0.0
B000CQ4D6O,0,0,1,1,100.0,0.0
B000CQ6KUG,0,0,1,1,100.0,0.0
B000CQBZUQ,0,0,1,1,100.0,0.0
B000CDWPOO,0,0,1,1,100.0,0.0
B000OSL2J6,0,1,0,1,0.0,0.0
B000OTZXAO,0,0,1,1,100.0,0.0
B000OU5EJS,0,0,1,1,100.0,0.0
B000PKYG1Y,1,0,0,1,0.0,100.0
B000PNM10Y,0,1,0,1,0.0,0.0
B000POUIOE,0,0,1,1,100.0,0.0
B000P504ZG,0,0,1,1,100.0,0.0
B000P54HVS,0,0,1,1,100.0,0.0
B000P55XAC,1,0,0,1,0.0,100.0
B000P5OXYY,0,0,1,1,100.0,0.0
B000P77GPK,0,0,1,1,100.0,0.0
B000PAM5CQ,0,0,1,1,100.0,0.0
B000PBJ66I,0,0,1,1,100.0,0.0
B000PBQ65C,1,0,0,1,0.0,100.0
B000PDHNJI,0,0,1,1,100.0,0.0
B000PDLBBO,0,0,1,1,100.0,0.0
B000PE4EZI,0,0,1,1,100.0,0.0
B000PEDTT0,0,0,1,1,100.0,0.0
B000PEEBYC,0,1,0,1,0.0,0.0
B000PUQPA4,0,0,1,1,100.0,0.0
B000PUTHCM,0,1,0,1,0.0,0.0
B000PW05RQ,0,0,1,1,100.0,0.0
B000PWTCBQ,0,0,1,1,100.0,0.0
B000PWTXE2,0,0,1,1,100.0,0.0
B000Q2RONS,0,0,1,1,100.0,0.0
B000Q3PTXO,0,0,1,1,100.0,0.0
B000PFEWEA,0,0,1,1,100.0,0.0
B000PG8KGU,0,0,1,1,100.0,0.0
B000PGA8WY,0,0,1,1,100.0,0.0
B000PHN63Q,0,0,1,1,100.0,0.0
B000PIB6FA,0,0,1,1,100.0,0.0
B000PJAQR8,0,1,0,1,0.0,0.0
B000PJMRWU,0,0,1,1,100.0,0.0
B000PKFZ0A,0,0,1,1,100.0,0.0
B000PKJ4RA,1,0,0,1,0.0,100.0
B000RE93ZC,0,0,1,1,100.0,0.0
B000RH4FG6,0,0,1,1,100.0,0.0
B000RHUUU6,0,1,0,1,0.0,0.0
B000Q7535Y,0,0,1,1,100.0,0.0
B000Q7BOBQ,0,0,1,1,100.0,0.0
B000QAWN2C,0,0,1,1,100.0,0.0
B000QB0XDC,0,0,1,1,100.0,0.0
B000QCOALC,0,0,1,1,100.0,0.0
B000QDNIKU,0,0,1,1,100.0,0.0
B000QFOXTS,0,0,1,1,100.0,0.0
B000QFPY8C,0,0,1,1,100.0,0.0
B000QFRJSA,1,0,0,1,0.0,100.0
B000QFUB12,0,0,1,1,100.0,0.0
B000QUXXR6,0,0,1,1,100.0,0.0
B000PSNJXC,0,0,1,1,100.0,0.0
B000PU6QXA,0,0,1,1,100.0,0.0
B000RE6GLG,0,0,1,1,100.0,0.0
B000ILEIUE,0,0,1,1,100.0,0.0
B000ILEMAU,0,0,1,1,100.0,0.0
B000ILEVWO,0,0,1,1,100.0,0.0
B000ILI60M,0,1,0,1,0.0,0.0
B000ILILM0,0,0,1,1,100.0,0.0
B000ILK9PM,0,0,1,1,100.0,0.0
B000ILLX6G,0,0,1,1,100.0,0.0
B000IMJU3I,0,0,1,1,100.0,0.0
B000I84EO2,0,0,1,1,100.0,0.0
B000I9IJEC,0,0,1,1,100.0,0.0
B000ICO8GW,0,0,1,1,100.0,0.0
B000IEDUB4,1,0,0,1,0.0,100.0
B000IEDUHS,0,0,1,1,100.0,0.0
B000IEYV6M,0,0,1,1,100.0,0.0
B000RE7QIS,1,0,0,1,0.0,100.0
B000RHXHXS,0,0,1,1,100.0,0.0
B000RHXI32,0,0,1,1,100.0,0.0
B000RHXIT6,0,0,1,1,100.0,0.0
B000RHXKDA,0,0,1,1,100.0,0.0
B000RI1FDG,0,0,1,1,100.0,0.0
B000RI1W9I,1,0,0,1,0.0,100.0
B000RI1W9S,0,0,1,1,100.0,0.0
B000QV0GNE,0,0,1,1,100.0,0.0
B000QV0K9E,0,0,1,1,100.0,0.0
B000QV0M1A,0,0,1,1,100.0,0.0
B000QV0M2E,0,0,1,1,100.0,0.0
B000QV2H36,0,0,1,1,100.0,0.0
B000QV4U4U,0,0,1,1,100.0,0.0
B000QVE9EG,0,0,1,1,100.0,0.0
B000R46M9M,0,0,1,1,100.0,0.0
B000R7X45O,1,0,0,1,0.0,100.0
B000ROR8Z4,0,0,1,1,100.0,0.0
B000RUI0MS,0,0,1,1,100.0,0.0
B000RXESL2,0,0,1,1,100.0,0.0
B000RY8Z88,0,0,1,1,100.0,0.0
B000RZAJL8,0,0,1,1,100.0,0.0
B000S11CD0,0,1,0,1,0.0,0.0
B000S11CTY,0,0,1,1,100.0,0.0
B000S4D09G,0,0,1,1,100.0,0.0
B000RHUW4K,0,0,1,1,100.0,0.0
B000RHUWIQ,0,0,1,1,100.0,0.0
B000RHUWMC,0,0,1,1,100.0,0.0
B000RHUYD4,0,0,1,1,100.0,0.0
B000RHUZII,0,0,1,1,100.0,0.0
B000RHVJB0,0,0,1,1,100.0,0.0
B000RHXGNE,0,0,1,1,100.0,0.0
B000RHXH6K,0,1,0,1,0.0,0.0
B000SANUA4,1,0,0,1,0.0,100.0
B000SANUJ0,0,0,1,1,100.0,0.0
B000SAPV6A,0,0,1,1,100.0,0.0
B000SAPXN6,0,0,1,1,100.0,0.0
B000SAQACE,0,0,1,1,100.0,0.0
B000SARJFG,0,0,1,1,100.0,0.0
B000SARJHY,0,0,1,1,100.0,0.0
B000SARJQK,1,0,0,1,0.0,100.0
B000SARZ64,1,0,0,1,0.0,100.0
B000RI4LQ4,0,0,1,1,100.0,0.0
B000RIAJS8,0,1,0,1,0.0,0.0
B000RJARJS,0,0,1,1,100.0,0.0
B000RJRFNO,0,0,1,1,100.0,0.0
B000RL53PE,0,0,1,1,100.0,0.0
B000RNHAF8,1,0,0,1,0.0,100.0
B000RO3AO2,1,0,0,1,0.0,100.0
B000SATIBO,0,0,1,1,100.0,0.0
B000SATID2,0,0,1,1,100.0,0.0
B000SATIGO,0,0,1,1,100.0,0.0
B000SATILO,0,0,1,1,100.0,0.0
B000SATIOQ,0,0,1,1,100.0,0.0
B000SATIZA,0,0,1,1,100.0,0.0
B000SAVWR2,0,0,1,1,100.0,0.0
B000SDIO3E,0,0,1,1,100.0,0.0
B000SDMFHA,0,1,0,1,0.0,0.0
B000SEJ8L0,0,0,1,1,100.0,0.0
B000SJHUFG,0,0,1,1,100.0,0.0
B000S4GCNM,0,0,1,1,100.0,0.0
B000S4GD4A,0,0,1,1,100.0,0.0
B000S97K9M,1,0,0,1,0.0,100.0
B000S9IJN8,0,1,0,1,0.0,0.0
B000SAJC1A,0,0,1,1,100.0,0.0
B000UBJL4U,0,0,1,1,100.0,0.0
B000UGUWZM,0,0,1,1,100.0,0.0
B000ST9GCQ,0,0,1,1,100.0,0.0
B000STZRTW,0,0,1,1,100.0,0.0
B000SU201O,0,0,1,1,100.0,0.0
B000SUKHZ0,0,0,1,1,100.0,0.0
