product_name,Negative,Neutral,Positive,total_reviews,pct_positive,pct_negative
B00005U2FA,0,0,1,1,100.0,0.0
B008YLTXBY,0,0,1,1,100.0,0.0
B008YDRKT4,0,0,1,1,100.0,0.0
B008XCHNSE,0,0,1,1,100.0,0.0
B008VH3NRQ,0,0,1,1,100.0,0.0
