product_name,Negative,Neutral,Positive,total_reviews,pct_positive,pct_negative
B001CJE4IC,1,0,0,1,0.0,100.0
B001ZWMMJY,1,0,0,1,0.0,100.0
B0025UNV1S,1,0,0,1,0.0,100.0
B00269OR3E,1,0,0,1,0.0,100.0
B0024LAQ1Q,1,0,0,1,0.0,100.0
